row_id,chemical_id,smiles,assay_id,endpoint,relation,value,unit,source_activity_id,source_document,source_year,pchembl_export,potential_duplicate,data_validity,record_origin
ACT-0096,CHEMBL4458266,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C,CHEMBL5736732,IC50,>,3330,nM,28328027,CHEMBL5728430,2021,,1,,public_measurement_reformatted
ACT-0097,CHEMBL5900599,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,CHEMBL5736732,IC50,=,126,nM,28328036,CHEMBL5728430,2021,6.90,0,,public_measurement_reformatted
ACT-0098,CHEMBL4445727,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,CHEMBL5736732,IC50,=,0.358,uM,28328045,CHEMBL5728430,2021,6.45,1,,public_measurement_reformatted
ACT-0099,CHEMBL5935906,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,301,nM,28328054,CHEMBL5728430,2021,6.52,1,,public_measurement_reformatted
ACT-0100,CHEMBL5816005,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCOCC4)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,42.8,nM,28328063,CHEMBL5728430,2021,7.37,1,,public_measurement_reformatted
ACT-0101,CHEMBL5979966,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,39.6,nM,28328072,CHEMBL5728430,2021,7.40,1,,public_measurement_reformatted
ACT-0102,CHEMBL6002613,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCP(C)(=O)CC4)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,67,nM,28328081,CHEMBL5728430,2021,7.17,1,,public_measurement_reformatted
ACT-0103,CHEMBL5834090,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCO)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,48.4,nM,28328090,CHEMBL5728430,2021,7.32,1,,public_measurement_reformatted
ACT-0104,CHEMBL5983466,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,7.31e-08,M,28328099,CHEMBL5728430,2021,7.14,1,,public_measurement_reformatted
ACT-0105,CHEMBL5921721,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,0.0346,uM,28328108,CHEMBL5728430,2021,7.46,1,,public_measurement_reformatted
ACT-0106,CHEMBL5981008,CC(=N)NCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,21,nM,28328117,CHEMBL5728430,2021,7.68,1,,public_measurement_reformatted
ACT-0107,CHEMBL6002674,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,6.68,nM,28328126,CHEMBL5728430,2021,8.18,1,,public_measurement_reformatted
ACT-0108,CHEMBL5845923,CCOP(=O)(OCC)C1(O)CCN(CCN2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)(C)C)c6c5)n4)ccc3C2)C1,CHEMBL5736732,IC50,=,60.2,nM,28328144,CHEMBL5728430,2021,7.22,1,,public_measurement_reformatted
ACT-0109,CHEMBL5953254,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCP(=O)(O)O)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,27.6,nM,28328153,CHEMBL5728430,2021,7.56,1,,public_measurement_reformatted
ACT-0110,CHEMBL5772567,CCOP(=O)(CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1)OCC,CHEMBL5736732,IC50,=,59.3,nM,28328162,CHEMBL5728430,2021,7.23,1,,public_measurement_reformatted
ACT-0111,CHEMBL5751847,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,27,nM,28328171,CHEMBL5728430,2021,7.57,1,,public_measurement_reformatted
ACT-0112,CHEMBL6031262,C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,0.0402,uM,28328180,CHEMBL5728430,2021,7.40,0,,public_measurement_reformatted
ACT-0113,CHEMBL5938059,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,20.8,nM,28328189,CHEMBL5728430,2021,7.68,1,,public_measurement_reformatted
ACT-0114,CHEMBL5933703,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,20,nM,28328198,CHEMBL5728430,2021,7.70,1,,public_measurement_reformatted
ACT-0115,CHEMBL4525034,CCOP(=O)(OCC)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,117,nM,28328216,CHEMBL5728430,2021,6.93,0,,public_measurement_reformatted
ACT-0116,CHEMBL5799961,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)CN(C)C)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,50.3,nM,28328225,CHEMBL5728430,2021,7.30,1,,public_measurement_reformatted
ACT-0117,CHEMBL5775776,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CC=C(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,3.2e-08,M,28328234,CHEMBL5728430,2021,7.50,1,,public_measurement_reformatted
ACT-0118,CHEMBL5979303,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,13.1,nM,28328243,CHEMBL5728430,2021,7.88,1,,public_measurement_reformatted
ACT-0119,CHEMBL6004741,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)C,CHEMBL5736732,IC50,=,0.014,uM,28328252,CHEMBL5728430,2021,7.85,0,,public_measurement_reformatted
ACT-0120,CHEMBL5956134,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,18,nM,28328261,CHEMBL5728430,2021,7.75,1,,public_measurement_reformatted
ACT-0121,CHEMBL5758951,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCC(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,CHEMBL5736732,IC50,=,18.5,nM,28328270,CHEMBL5728430,2021,7.73,1,,public_measurement_reformatted
ACT-0122,CHEMBL5836990,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C,CHEMBL5736732,IC50,=,17,nM,28328279,CHEMBL5728430,2021,7.77,1,,public_measurement_reformatted
ACT-0123,CHEMBL4213219,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)ncc3F)cc2n1C(C)C,CHEMBL5736732,IC50,=,13.5,nM,28328288,CHEMBL5728430,2021,7.87,1,,public_measurement_reformatted
ACT-0124,CHEMBL5834517,CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,CHEMBL5736732,IC50,=,31.9,nM,28328306,CHEMBL5728430,2021,7.50,1,,public_measurement_reformatted
ACT-0125,CHEMBL5908734,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCO)C5)ncc3F)cc2n1C(C)C,CHEMBL5736732,IC50,=,19.9,nM,28328315,CHEMBL5728430,2021,7.70,1,,public_measurement_reformatted
ACT-0126,CHEMBL4207796,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCF)C5)ncc3F)cc2n1C(C)C,CHEMBL5736732,IC50,=,0.0225,uM,28328324,CHEMBL5728430,2021,7.65,1,,public_measurement_reformatted
ACT-0127,CHEMBL1964242,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,CHEMBL661125,IC50,=,5.6,nM,1142480,CHEMBL1134300,2001,8.25,0,,public_measurement_reformatted
ACT-0128,CHEMBL1234085,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL661125,IC50,=,560,nM,1142488,CHEMBL1134300,2001,6.25,0,,public_measurement_reformatted
ACT-0129,CHEMBL314397,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,CHEMBL661125,IC50,=,4.6,nM,1143809,CHEMBL1134300,2001,8.34,0,,public_measurement_reformatted
ACT-0130,CHEMBL272165,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,CHEMBL661125,IC50,=,8.9e-09,M,1143811,CHEMBL1134300,2001,8.05,0,,public_measurement_reformatted
ACT-0131,CHEMBL438721,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccccc32)cc1,CHEMBL661125,IC50,=,120,nM,1145032,CHEMBL1134300,2001,6.92,0,,public_measurement_reformatted
ACT-0132,CHEMBL270132,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,CHEMBL661125,IC50,=,2.5,nM,1145034,CHEMBL1134300,2001,8.60,0,,public_measurement_reformatted
ACT-0133,CHEMBL1276446,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,CHEMBL661125,IC50,=,0.0097,uM,1145036,CHEMBL1134300,2001,8.01,0,,public_measurement_reformatted
ACT-0134,CHEMBL1234086,CNS(=O)(=O)Cc1ccc(N/N=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,5.7,nM,1145044,CHEMBL1134300,2001,8.24,0,,public_measurement_reformatted
ACT-0135,CHEMBL271182,CCc1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL661125,IC50,=,21,nM,1146499,CHEMBL1134300,2001,7.68,0,,public_measurement_reformatted
ACT-0136,CHEMBL1964249,COCCOCCOCCOCCN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,1,nM,1146501,CHEMBL1134300,2001,9.00,0,,public_measurement_reformatted
ACT-0137,CHEMBL272667,Cc1c([N+](=O)[O-])ccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,4.6,nM,1149045,CHEMBL1134300,2001,8.34,0,,public_measurement_reformatted
ACT-0138,CHEMBL269850,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL661125,IC50,=,690,nM,1150272,CHEMBL1134300,2001,6.16,0,,public_measurement_reformatted
ACT-0139,CHEMBL270054,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,CHEMBL661125,IC50,=,43,nM,1150274,CHEMBL1134300,2001,7.37,0,,public_measurement_reformatted
ACT-0140,CHEMBL409104,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(Oc4ccccc4)c32)cc1,CHEMBL661125,IC50,=,0.013,uM,1150276,CHEMBL1134300,2001,7.89,0,,public_measurement_reformatted
ACT-0141,CHEMBL272026,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,CHEMBL661125,IC50,=,25,nM,1150278,CHEMBL1134300,2001,7.60,0,,public_measurement_reformatted
ACT-0142,CHEMBL411865,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,CHEMBL661125,IC50,=,12,nM,1151481,CHEMBL1134300,2001,7.92,0,,public_measurement_reformatted
ACT-0143,CHEMBL429142,CC(C)CC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,1.9e-09,M,1152636,CHEMBL1134300,2001,8.72,0,,public_measurement_reformatted
ACT-0144,CHEMBL271953,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4cccnc4)cc32)cc1,CHEMBL661125,IC50,=,2.1,nM,1152638,CHEMBL1134300,2001,8.68,0,,public_measurement_reformatted
ACT-0145,CHEMBL271183,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cc(Br)ccc32)cc1,CHEMBL661125,IC50,=,43,nM,1152640,CHEMBL1134300,2001,7.37,0,,public_measurement_reformatted
ACT-0146,CHEMBL272833,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]ncc4c32)cc1,CHEMBL661125,IC50,=,13,nM,1152642,CHEMBL1134300,2001,7.89,0,,public_measurement_reformatted
ACT-0147,CHEMBL2112297,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)N[n+]2ccc3ccccc3c2)cc1,CHEMBL661125,IC50,=,0.0095,uM,1152644,CHEMBL1134300,2001,8.02,0,,public_measurement_reformatted
ACT-0148,CHEMBL1964248,CN(C)CCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL661125,IC50,=,1000,nM,1152646,CHEMBL1134300,2001,6.00,0,,public_measurement_reformatted
ACT-0149,CHEMBL271137,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cccc(CO)c32)cc1,CHEMBL661125,IC50,=,54,nM,1153932,CHEMBL1134300,2001,7.27,0,,public_measurement_reformatted
ACT-0150,CHEMBL271843,Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,46,nM,1153934,CHEMBL1134300,2001,7.34,0,,public_measurement_reformatted
ACT-0151,CHEMBL271136,COc1cccc(OC)c1CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,1.7,nM,1153936,CHEMBL1134300,2001,8.77,0,,public_measurement_reformatted
ACT-0152,CHEMBL272380,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(/C=C/c4ccc(O)cc4)c32)cc1,CHEMBL661125,IC50,=,9.3,nM,1155249,CHEMBL1134300,2001,8.03,0,,public_measurement_reformatted
ACT-0153,CHEMBL409868,CN(C)C(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,17,nM,1155251,CHEMBL1134300,2001,7.77,0,,public_measurement_reformatted
ACT-0154,CHEMBL1964247,CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,0.0046,uM,1155253,CHEMBL1134300,2001,8.34,0,,public_measurement_reformatted
ACT-0155,CHEMBL1964251,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,CHEMBL661125,IC50,=,3.6,nM,1155255,CHEMBL1134300,2001,8.44,0,,public_measurement_reformatted
ACT-0156,CHEMBL409619,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc([N+](=O)[O-])c32)cc1,CHEMBL661125,IC50,=,2.4e-06,M,1156654,CHEMBL1134300,2001,5.62,0,,public_measurement_reformatted
ACT-0157,CHEMBL445945,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncccc4c32)cc1,CHEMBL661125,IC50,=,1.5,nM,1156656,CHEMBL1134300,2001,8.82,0,,public_measurement_reformatted
ACT-0158,CHEMBL1964244,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,CHEMBL661125,IC50,=,4.3,nM,1157792,CHEMBL1134300,2001,8.37,0,,public_measurement_reformatted
ACT-0159,CHEMBL409690,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(O)cc32)cc1,CHEMBL661125,IC50,=,10,nM,1159240,CHEMBL1134300,2001,8.00,0,,public_measurement_reformatted
ACT-0160,CHEMBL412091,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)O)cc32)cc1,CHEMBL661125,IC50,=,15,nM,1159242,CHEMBL1134300,2001,7.82,0,,public_measurement_reformatted
ACT-0161,CHEMBL410293,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1,CHEMBL661125,IC50,=,0.061,uM,1159244,CHEMBL1134300,2001,7.21,0,,public_measurement_reformatted
ACT-0162,CHEMBL1964245,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,5.6,nM,1159246,CHEMBL1134300,2001,8.25,0,,public_measurement_reformatted
ACT-0163,CHEMBL1964260,CS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,5.7,nM,1159254,CHEMBL1134300,2001,8.24,0,,public_measurement_reformatted
ACT-0164,CHEMBL1964258,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(CS(=O)(=O)NCCO)cc1,CHEMBL661125,IC50,=,13,nM,1159262,CHEMBL1134300,2001,7.89,0,,public_measurement_reformatted
ACT-0165,CHEMBL408210,CCOC(=O)c1cccc2c1/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,8.9,nM,1160477,CHEMBL1134300,2001,8.05,0,,public_measurement_reformatted
ACT-0166,CHEMBL409892,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,CHEMBL661125,IC50,=,1.6,nM,1160479,CHEMBL1134300,2001,8.80,0,,public_measurement_reformatted
ACT-0167,CHEMBL1964259,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCOCCO)cc1,CHEMBL661125,IC50,=,0.54,nM,1160487,CHEMBL1134300,2001,9.27,0,,public_measurement_reformatted
ACT-0168,CHEMBL272389,CS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,0.016,uM,1161892,CHEMBL1134300,2001,7.80,0,,public_measurement_reformatted
ACT-0169,CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,CHEMBL661125,IC50,=,7.5e-08,M,1161894,CHEMBL1134300,2001,7.12,0,,public_measurement_reformatted
ACT-0170,CHEMBL1234087,O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2,CHEMBL661125,IC50,=,8.9,nM,1163394,CHEMBL1134300,2001,8.05,0,,public_measurement_reformatted
ACT-0171,CHEMBL1794054,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,CHEMBL661125,IC50,=,21,nM,1164791,CHEMBL1134300,2001,7.68,0,,public_measurement_reformatted
ACT-0172,CHEMBL1234088,O=C1Nc2ccccc2/C1=C/Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CHEMBL661125,IC50,=,1000,nM,1164793,CHEMBL1134300,2001,6.00,0,,public_measurement_reformatted
ACT-0173,CHEMBL412097,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(Cl)cc21,CHEMBL661125,IC50,=,22,nM,1166069,CHEMBL1134300,2001,7.66,0,,public_measurement_reformatted
ACT-0174,CHEMBL271842,Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,74,nM,1166071,CHEMBL1134300,2001,7.13,0,,public_measurement_reformatted
ACT-0175,CHEMBL411425,CCc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,0.0079,uM,1167445,CHEMBL1134300,2001,8.10,0,,public_measurement_reformatted
ACT-0176,CHEMBL269846,Cc1cc(C)c2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,>,10000,nM,1167447,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0177,CHEMBL1964256,CNS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,26,nM,1167449,CHEMBL1134300,2001,7.58,0,,public_measurement_reformatted
ACT-0178,CHEMBL269827,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,CHEMBL661125,IC50,=,2.3,nM,1168728,CHEMBL1134300,2001,8.64,0,,public_measurement_reformatted
ACT-0179,CHEMBL271778,NC(=O)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,>,1000,nM,1168730,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0180,CHEMBL260103,COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,12,nM,1168732,CHEMBL1134300,2001,7.92,0,,public_measurement_reformatted
ACT-0181,CHEMBL271952,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nnc4c32)cc1,CHEMBL661125,IC50,=,9.5,nM,1168734,CHEMBL1134300,2001,8.02,0,,public_measurement_reformatted
ACT-0182,CHEMBL411426,CC(C)c1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,0.0025,uM,1170042,CHEMBL1134300,2001,8.60,0,,public_measurement_reformatted
ACT-0183,CHEMBL272684,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(-c4cc[nH]n4)c32)cc1,CHEMBL661125,IC50,=,19,nM,1170050,CHEMBL1134300,2001,7.72,0,,public_measurement_reformatted
ACT-0184,CHEMBL408131,Cc1cccc2c1NC(=O)/C2=C\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL661125,IC50,>,10000,nM,1170052,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0185,CHEMBL269882,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nc(Cl)c4c32)cc1,CHEMBL661125,IC50,=,2.2,nM,1170054,CHEMBL1134300,2001,8.66,0,,public_measurement_reformatted
ACT-0186,CHEMBL272414,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,310,nM,1171206,CHEMBL1134300,2001,6.51,0,,public_measurement_reformatted
ACT-0187,CHEMBL1234089,N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL661125,IC50,=,660,nM,1171208,CHEMBL1134300,2001,6.18,0,,public_measurement_reformatted
ACT-0188,CHEMBL273060,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1,CHEMBL661125,IC50,=,11,nM,1172510,CHEMBL1134300,2001,7.96,0,,public_measurement_reformatted
ACT-0189,CHEMBL272028,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,CHEMBL661125,IC50,=,0.012,uM,1172512,CHEMBL1134300,2001,7.92,0,,public_measurement_reformatted
ACT-0190,CHEMBL1794055,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,2.8,nM,1172514,CHEMBL1134300,2001,8.55,0,,public_measurement_reformatted
ACT-0191,CHEMBL235849,CS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,50,nM,1172516,CHEMBL1134300,2001,7.30,0,,public_measurement_reformatted
ACT-0192,CHEMBL271777,CC(C)(C)c1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,CHEMBL661125,IC50,>,10000,nM,1173813,CHEMBL1134300,2001,,0,,public_measurement_reformatted
ACT-0193,CHEMBL1964246,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCO)cc1,CHEMBL661125,IC50,=,4.7,nM,1173815,CHEMBL1134300,2001,8.33,0,,public_measurement_reformatted
ACT-0194,CHEMBL1964252,Cc1cccc(C)c1NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,281,nM,1173817,CHEMBL1134300,2001,6.55,0,,public_measurement_reformatted
ACT-0195,CHEMBL1964257,NS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,7.5e-09,M,1173819,CHEMBL1134300,2001,8.12,0,,public_measurement_reformatted
ACT-0196,CHEMBL411491,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,CHEMBL661125,IC50,=,0.06,uM,1175158,CHEMBL1134300,2001,7.22,0,,public_measurement_reformatted
ACT-0197,CHEMBL411224,CC(C)Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,1.2,nM,1175160,CHEMBL1134300,2001,8.92,0,,public_measurement_reformatted
ACT-0198,CHEMBL273061,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(F)cc32)cc1,CHEMBL661125,IC50,=,34,nM,1175162,CHEMBL1134300,2001,7.47,0,,public_measurement_reformatted
ACT-0199,CHEMBL272387,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,CHEMBL661125,IC50,=,43,nM,1175164,CHEMBL1134300,2001,7.37,0,,public_measurement_reformatted
ACT-0200,CHEMBL409731,COC(=O)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,CHEMBL661125,IC50,=,2.1,nM,1175166,CHEMBL1134300,2001,8.68,0,,public_measurement_reformatted
ACT-0201,CHEMBL1964253,CN(c1ccccn1)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,CHEMBL661125,IC50,=,5.6,nM,1175168,CHEMBL1134300,2001,8.25,0,,public_measurement_reformatted
